ID,Product_ID,product_name,category,subcategory
185,FURFU10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings
186,FURFU10001473,DAX Wood Document Frame,Furniture,Furnishings
188,FURFU10001475,"Contract Clock/ 14""/ Brown",Furniture,Furnishings
189,FURFU10001487,Eldon Expressions Wood and Plastic Desk Accessories/ Cherry Wood,Furniture,Furnishings
190,FURFU10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat/ Rectangular Shaped",Furniture,Furnishings
191,FURFU10001546,Dana Swing-Arm Lamps,Furniture,Furnishings
192,FURFU10001588,Deflect-o SuperTray Unbreakable Stackable Tray/ Letter/ Black,Furniture,Furnishings
193,FURFU10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings
194,FURFU10001602,"Eldon Delta Triangular Chair Mat/ 52"" x 58""/ Clear",Furniture,Furnishings
195,FURFU10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings
196,FURFU10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings
197,FURFU10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings
198,FURFU10001756,Eldon Expressions Desk Accessory/ Wood Photo Frame/ Mahogany,Furniture,Furnishings
199,FURFU10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings
200,FURFU10001852,Eldon Regeneration Recycled Desk Accessories/ Smoke,Furniture,Furnishings
201,FURFU10001861,Floodlight Indoor Halogen Bulbs/ 1 Bulb per Pack/ 60 Watts,Furniture,Furnishings
202,FURFU10001867,Eldon Expressions Punched Metal & Wood Desk Accessories/ Pewter & Cherry,Furniture,Furnishings
203,FURFU10001876,"Computer Room Manger/ 14""",Furniture,Furnishings
204,FURFU10001889,Ultra Door Pull Handle,Furniture,Furnishings
205,FURFU10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings
206,FURFU10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings
207,FURFU10001935,3M Hangers With Command Adhesive,Furniture,Furnishings
208,FURFU10001940,Staple-based wall hangings,Furniture,Furnishings
209,FURFU10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings
210,FURFU10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings
211,FURFU10001986,"Dana Fluorescent Magnifying Lamp/ White/ 36""",Furniture,Furnishings
212,FURFU10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings
213,FURFU10002045,"Executive Impressions 14""",Furniture,Furnishings
214,FURFU10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings
215,FURFU10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings
216,FURFU10002111,Master Caster Door Stop/ Large Brown,Furniture,Furnishings
217,FURFU10002116,Tenex Carpeted/ Granite-Look or Clear Contemporary Contour Shape Chair Mats,Furniture,Furnishings
218,FURFU10002157,Artistic Insta-Plaque,Furniture,Furnishings
219,FURFU10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings
220,FURFU10002240,Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,Furnishings
221,FURFU10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings
222,FURFU10002268,Ultra Door Push Plate,Furniture,Furnishings
223,FURFU10002298,"Rubbermaid ClusterMat Chairmats/ Mat Size- 66"" x 60""/ Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings
224,FURFU10002364,Eldon Expressions Wood Desk Accessories/ Oak,Furniture,Furnishings
225,FURFU10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings
226,FURFU10002396,DAX Copper Panel Document Frame/ 5 x 7 Size,Furniture,Furnishings
227,FURFU10002445,DAX Two-Tone Rosewood/Black Document Frame/ Desktop/ 5 x 7,Furniture,Furnishings
228,FURFU10002456,Master Caster Door Stop/ Large Neon Orange,Furniture,Furnishings
229,FURFU10002501,Nu-Dell Executive Frame,Furniture,Furnishings
230,FURFU10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings
231,FURFU10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings
232,FURFU10002508,Document Clip Frames,Furniture,Furnishings
233,FURFU10002553,Electrix Incandescent Magnifying Lamp/ Black,Furniture,Furnishings
234,FURFU10002554,Westinghouse Floor Lamp with Metal Mesh Shade/ Black,Furniture,Furnishings
235,FURFU10002597,C-Line Magnetic Cubicle Keepers/ Clear Polypropylene,Furniture,Furnishings
236,FURFU10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings
237,FURFU10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings
238,FURFU10002703,"Tenex Traditional Chairmats for Hard Floors/ Average Lip/ 36"" x 48""",Furniture,Furnishings
239,FURFU10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings
240,FURFU10002813,DAX Contemporary Wood Frame with Silver Metal Mat/ Desktop/ 11 x 14 Size,Furniture,Furnishings
241,FURFU10002874,Ultra Commercial Grade Dual Valve Door Closer,Furniture,Furnishings
242,FURFU10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings
243,FURFU10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
244,FURFU10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings
245,FURFU10002937,"GE 48"" Fluorescent Tube/ Cool White Energy Saver/ 34 Watts/ 30/Box",Furniture,Furnishings
246,FURFU10002960,Eldon 200 Class Desk Accessories/ Burgundy,Furniture,Furnishings
247,FURFU10002963,Master Caster Door Stop/ Gray,Furniture,Furnishings
248,FURFU10003026,Eldon Regeneration Recycled Desk Accessories/ Black,Furniture,Furnishings
249,FURFU10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings
250,FURFU10003095,"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings
251,FURFU10003096,Master Giant Foot Doorstop/ Safety Yellow,Furniture,Furnishings
252,FURFU10003142,Master Big Foot Doorstop/ Beige,Furniture,Furnishings
253,FURFU10003192,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings
254,FURFU10003194,Eldon Expressions Desk Accessory/ Wood Pencil Holder/ Oak,Furniture,Furnishings
255,FURFU10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings
256,FURFU10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings
257,FURFU10003274,Regeneration Desk Collection,Furniture,Furnishings
258,FURFU10003347,Coloredge Poster Frame,Furniture,Furnishings
259,FURFU10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Furnishings
260,FURFU10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings
261,FURFU10003424,Nu-Dell Oak Frame,Furniture,Furnishings
262,FURFU10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings
263,FURFU10003489,Contemporary Borderless Frame,Furniture,Furnishings
264,FURFU10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings
265,FURFU10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings
266,FURFU10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings
267,FURFU10003601,Deflect-o RollaMat Studded/ Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings
268,FURFU10003623,DataProducts Ampli Magnifier Task Lamp/ Black/,Furniture,Furnishings
269,FURFU10003664,Electrix Architect's Clamp-On Swing Arm Lamp/ Black,Furniture,Furnishings
270,FURFU10003691,Eldon Image Series Desk Accessories/ Ebony,Furniture,Furnishings
271,FURFU10003708,"Tenex Traditional Chairmats for Medium Pile Carpet/ Standard Lip/ 36"" x 48""",Furniture,Furnishings
272,FURFU10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings
273,FURFU10003731,Eldon Expressions Wood and Plastic Desk Accessories/ Oak,Furniture,Furnishings
274,FURFU10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings
275,FURFU10003798,"Ultra Door Kickplate/ 8""H x 34""W",Furniture,Furnishings
276,FURFU10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings
277,FURFU10003806,"Tenex Chairmat w/ Average Lip/ 45"" x 53""",Furniture,Furnishings
278,FURFU10003829,Stackable Trays,Furniture,Furnishings
279,FURFU10003832,Eldon Expressions Punched Metal & Wood Desk Accessories/ Black & Cherry,Furniture,Furnishings
280,FURFU10003849,DAX Metal Frame/ Desktop/ Stepped-Edge,Furniture,Furnishings
281,FURFU10003878,"Linden 10"" Round Wall Clock/ Black",Furniture,Furnishings
282,FURFU10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings
283,FURFU10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,Furnishings
284,FURFU10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
285,FURFU10003976,DAX Executive Solid Wood Document Frame/ Desktop or Hang/ Mahogany/ 5 x 7,Furniture,Furnishings
286,FURFU10003981,Eldon Wave Desk Accessories,Furniture,Furnishings
287,FURFU10004006,Deflect-o DuraMat Lighweight/ Studded/ Beveled Mat for Low Pile Carpeting,Furniture,Furnishings
288,FURFU10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings
290,FURFU10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings
291,FURFU10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings
292,FURFU10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings
293,FURFU10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings
294,FURFU10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings
295,FURFU10004091,Eldon 200 Class Desk Accessories/ Black,Furniture,Furnishings
297,FURFU10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
298,FURFU10004164,Eldon 300 Class Desk Accessories/ Black,Furniture,Furnishings
299,FURFU10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings
300,FURFU10004245,"Career Cubicle Clock/ 8 1/4""/ Black",Furniture,Furnishings
301,FURFU10004270,Eldon Image Series Desk Accessories/ Burgundy,Furniture,Furnishings
303,FURFU10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings
304,FURFU10004351,Staple-based wall hangings,Furniture,Furnishings
305,FURFU10004415,Stacking Tray/ Side-Loading/ Legal/ Smoke,Furniture,Furnishings
306,FURFU10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
307,FURFU10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings
308,FURFU10004587,GE General Use Halogen Bulbs/ 100 Watts/ 1 Bulb per Pack,Furniture,Furnishings
309,FURFU10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings
310,FURFU10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings
311,FURFU10004665,3M Polarizing Task Lamp with Clamp Arm/ Light Gray,Furniture,Furnishings
312,FURFU10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings
313,FURFU10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings
314,FURFU10004712,Westinghouse Mesh Shade Clip-On Gooseneck Lamp/ Black,Furniture,Furnishings
315,FURFU10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings
316,FURFU10004845,Deflect-o EconoMat Nonstudded/ No Bevel Mat,Furniture,Furnishings
317,FURFU10004848,DAX Solid Wood Frames,Furniture,Furnishings
319,FURFU10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings
